,Actual Prices,Predicted Prices
115,740500.0,729526.0
116,518500.0,532005.0
117,205425.0,277683.7528053464
118,171800.0,236852.04126984125
119,535000.0,378688.78296658327
120,660000.0,457664.6134563379
121,391500.0,311999.2460290459
122,395000.0,258734.49283916515
123,445000.0,481932.732221824
124,770000.0,1047311.5
125,1450000.0,955227.2827380953
126,445000.0,486772.29972937866
127,260000.0,507128.22011322
128,822500.0,707821.779047619
129,430000.0,392794.75441670266
130,212000.0,341126.1771423021
131,660500.0,517216.1411595717
132,784000.0,773166.25
133,453246.0,486932.31761338405
134,675000.0,787132.5
135,199000.0,344781.0589795651
136,220000.0,415612.01769016153
137,452000.0,547510.8343253968
138,382500.0,281133.50343977916
139,519950.0,508390.68809523806
140,665000.0,403632.41558421915
141,527700.0,600772.4583044734
142,205000.0,378688.78296658327
143,420000.0,353441.7598234147
144,500000.0,496621.6500305251
145,921500.0,896461.0388888889
146,890000.0,764596.0
147,430000.0,468328.46702741715
148,258000.0,463362.2142857143
149,511000.0,437606.75849026476
150,532170.0,464216.42857142864
151,560000.0,403632.41558421915
152,282950.0,330659.4583965894
153,2250000.0,2053240.0
154,350000.0,338545.3630425131
155,215000.0,353384.5481984842
156,650000.0,676276.25
157,320000.0,664778.5714285714
158,247000.0,403986.2888888887
159,320000.0,531907.1477411478
160,255000.0,389993.3344849595
161,438000.0,471010.89526228583
162,900000.0,796661.0
163,441000.0,429867.02619047614
164,420000.0,411446.8879336822
165,370000.0,387732.2542667223
166,269950.0,260093.42666666664
167,807100.0,754572.8392377049
168,653000.0,527945.3165360785
169,371500.0,334676.88980325224
170,284000.0,398511.66332373815
171,272000.0,335442.3394383394
172,313000.0,379171.6499107195
173,917500.0,825601.7892857142
174,673000.0,547510.8343253968
175,425000.0,379689.3333333334
176,399950.0,438380.11011904763
177,385000.0,308073.3775844844
178,269950.0,404523.5756240982
179,330000.0,349167.41928685573
180,260000.0,346915.1244497741
181,470000.0,567768.7738095239
182,589000.0,562324.7999999999
183,163500.0,299619.673968254
184,835000.0,688747.4285714286
185,1100000.0,1022380.0
186,269000.0,497981.05106351984
187,560000.0,486938.72044787067
188,615000.0,407817.20653550775
189,585188.0,525439.0394508269
190,305000.0,388930.2869540712
191,166950.0,281133.50343977916
192,799000.0,529321.9162173244
193,400000.0,455289.23897727265
194,230000.0,353441.7598234147
195,256883.0,458857.98336823843
196,423000.0,360469.66468253965
197,465000.0,466179.1344944134
198,440000.0,345337.4836691086
199,385000.0,368505.1952728554
200,210000.0,245460.7388766238
201,297000.0,429301.40274875495
202,470000.0,322108.0384224486
203,226500.0,401299.3655055927
204,274250.0,296854.3850709906
205,840000.0,819322.0
206,677900.0,605382.7753849864
207,425000.0,322108.0384224486
208,180250.0,211129.02656820306
209,464000.0,309373.77777777775
210,320000.0,380568.8021219386
211,625504.0,560860.0113333333
212,592500.0,640428.6527777778
213,465000.0,478775.1752777778
214,477000.0,544391.4533799534
215,280000.0,319817.14851268014
216,1510000.0,1213362.4
217,445838.0,529401.3069947949
218,1070000.0,1049611.25
219,467000.0,514987.95833333326
220,686000.0,790358.8084047618
221,279950.0,386655.1331640582
222,527000.0,587667.1603119102
223,325000.0,577225.2835147954
224,328000.0,485901.632939283
225,390000.0,373622.6933102453
226,479950.0,504569.10609668103
227,264950.0,440450.80632700614
228,235000.0,437606.75849026476
229,516500.0,395816.7970238094
230,655000.0,388308.63577582553
231,500000.0,631995.5
232,315000.0,692532.0804761904
233,213000.0,255825.94888244505
234,475000.0,557466.6666666667
235,1030000.0,1080950.0
236,416000.0,512960.7707343717
237,410000.0,441219.1686666666
238,800000.0,1307075.0
239,472000.0,697350.0
240,225000.0,360820.17098207556
241,210000.0,255761.62518847483
242,455000.0,437606.75849026476
243,225000.0,311576.3324815515
244,480000.0,354665.577663859
245,363000.0,610846.3696391023
246,2400000.0,1485654.3999999997
247,181000.0,234823.0393654591
248,250000.0,549895.7990620491
249,481000.0,528628.6030729077
250,260000.0,458090.39939501934
251,455000.0,769578.0158730159
252,415000.0,451485.32500000007
253,349500.0,328612.7095916715
254,245000.0,304782.81101610383
255,592500.0,412253.0246291965
256,385000.0,650706.9470579257
257,315000.0,387732.2542667223
258,255000.0,391301.9923544061
259,693000.0,551832.4458801729
260,780000.0,791630.2380952381
261,237000.0,370030.88094468816
262,525000.0,573084.0
263,425000.0,378325.74999999994
264,369900.0,223401.13333333333
265,290000.0,350343.3395158044
266,285000.0,412067.3528915064
267,415000.0,363714.2585679184
268,272500.0,463364.5621561456
269,2900000.0,2549175.0
270,1370000.0,1745400.0
271,436000.0,375488.2998581718
272,210000.0,422697.7713952713
273,236000.0,331144.7923044588
274,331000.0,383328.93867243873
275,365000.0,419972.6004886686
276,450000.0,761336.0
277,770000.0,986110.0
278,455000.0,465313.91125767166
279,405000.0,369672.5
280,304900.0,411248.16666666674
281,170000.0,245460.7388766238
282,2050000.0,1746794.126666667
283,780000.0,748878.7966666665
284,330000.0,402511.50738095236
285,370000.0,658272.2829836829
286,467000.0,538955.1567460316
287,405000.0,388869.9379049503
288,675000.0,738388.0833333333
289,500000.0,431126.1171006425
290,389999.0,352996.0665602412
291,630000.0,651027.1666666666
292,360000.0,641323.6756518338
293,580000.0,553957.5199999999
294,550000.0,518597.42864357866
295,879000.0,826892.1666666667
296,265000.0,311665.52234441275
297,446500.0,601432.5637296137
298,404000.0,349838.9285714286
299,267500.0,302579.77201985056
300,3080000.0,2700100.0
301,335000.0,605382.7753849864
302,576000.0,373120.4600118233
303,208633.0,461204.2675376067
304,315000.0,420809.8106338105
305,725000.0,573807.6655844157
306,550000.0,492517.96013075917
307,610750.0,637609.0589992974
308,550700.0,277479.7500604679
309,665000.0,649192.5133333334
310,834000.0,511219.3389663367
311,201000.0,263890.6468253967
312,2380000.0,1563384.5824999998
313,1380000.0,1470529.9999999998
314,1400000.0,1470529.9999999998
315,305000.0,522541.4248989315
316,487000.0,500793.4255952381
317,390000.0,408359.74863204465
318,548000.0,400405.1041185843
319,268750.0,282469.7196357908
320,819900.0,658406.551190476
321,520000.0,496621.6500305251
322,230000.0,311999.2460290459
323,240000.0,369519.694330419
324,232000.0,266225.951131196
325,240500.0,266225.951131196
326,274975.0,809507.2423584688
327,740000.0,701313.3333333335
328,186375.0,349311.21115302935
329,790000.0,853029.9973333334
330,880000.0,727945.4666666669
331,279000.0,414366.4414321791
332,295000.0,439458.5416666666
333,640000.0,363714.2585679184
334,940000.0,891617.8
335,260000.0,335685.7644925143
336,559900.0,697569.3214840714
337,791500.0,446644.89956628165
338,265000.0,303613.1084242976
339,245000.0,413933.3128778192
340,485000.0,523344.3760317461
341,684000.0,731539.7619047619
342,425000.0,736766.2317460318
343,309600.0,313693.1666666666
344,552250.0,625219.6356719263
345,165000.0,255825.94888244505
346,239900.0,255825.94888244505
347,320000.0,317579.90868654003
348,206600.0,282275.20739288325
349,387000.0,424348.27930158726
350,299000.0,263310.0
351,855000.0,781831.6874999999
352,315000.0,315010.3214285714
353,437500.0,333579.5851541877
354,252000.0,380712.4856787949
355,375000.0,355973.61358225107
356,300000.0,345337.4836691086
357,420000.0,481127.0471126461
358,900000.0,415961.72423123836
359,679900.0,642506.1033768721
360,463000.0,385189.35838050843
361,380000.0,575212.1230158731
362,329500.0,382633.2056274779
363,604950.0,507237.5489433889
364,795000.0,641088.1250000002
365,465000.0,558335.0522605166
366,673000.0,639942.2895321855
367,810000.0,976340.4107142859
368,785000.0,539018.2236652235
369,338000.0,467978.9166666666
370,280000.0,260290.52597402598
371,315000.0,403114.34920634906
372,530000.0,403114.34920634906
373,380000.0,1313407.6
374,297000.0,360827.1242508997
375,730000.0,691813.5555555555
376,450000.0,475654.261374238
377,275000.0,333323.5
378,595000.0,411446.8879336822
379,435000.0,401299.3655055927
380,270000.0,244506.35535714286
381,950000.0,1038973.3333333333
382,389000.0,434067.24761502666
383,560000.0,440853.3333333332
384,1350000.0,1481600.0
385,799000.0,615554.3385364634
386,365500.0,338682.82572231255
387,252350.0,413419.9002347794
388,403950.0,556471.1046479228
389,385000.0,384885.30072705075
390,345000.0,423397.92116217106
391,490000.0,563512.5
392,330000.0,369482.55074027414
393,927000.0,825304.4483333335
394,1120000.0,997674.5952380953
395,330000.0,420281.98859230406
396,530000.0,541769.5238095239
397,365000.0,404289.0946747696
398,378750.0,413456.8158783254
399,269900.0,431646.9790537125
400,557000.0,557000.0
401,360000.0,461988.0
402,352000.0,332165.4607652077
403,437000.0,492801.1031746033
404,322500.0,382633.2056274779
405,650000.0,658356.0000000001
406,450000.0,427928.6799047619
407,278500.0,338695.405996781
408,364950.0,408359.74863204465
409,840000.0,865604.3619047616
410,268000.0,323241.77579365077
411,517534.0,391240.8146587302
412,632925.0,593303.3853423946
413,577500.0,704092.3333333333
414,339000.0,333735.3333333334
415,570000.0,515934.16666666674
416,563500.0,520917.8528048136
417,423000.0,420809.8106338105
418,355000.0,407545.41681346414
419,1550000.0,1764600.0
420,482000.0,361570.94914815674
421,625000.0,494120.8185981547
422,538000.0,529401.3069947949
423,380000.0,508711.1156905166
424,375000.0,332165.4607652077
425,245000.0,376724.92779807904
426,310000.0,400005.0150773654
427,1300000.0,743688.4312876665
428,397000.0,322328.0072969425
429,365000.0,454580.24647193315
430,328500.0,704994.3833333333
431,988000.0,1038160.0
432,1000000.0,518444.8630503314
433,237000.0,275200.9766233766
434,525000.0,547763.9298976192
435,749000.0,699404.0375
436,722500.0,985050.0
437,843000.0,857964.5
438,438000.0,430918.40589826845
439,578000.0,589937.4188575313
440,227950.0,423025.7124930625
441,196000.0,373587.51249306253
442,641000.0,580227.9333333332
443,350000.0,347836.0597661065
444,205000.0,332165.4607652077
445,400000.0,470879.80602727545
446,1030000.0,980723.8500000001
447,505000.0,326714.10092685086
448,475000.0,439185.3624180558
449,520000.0,547510.8343253968
450,1450000.0,1376858.0
451,333500.0,363128.93903318903
452,232000.0,288261.1891078521
453,691100.0,580441.2188744589
454,811000.0,538116.1208694082
455,551000.0,675605.5904364866
456,496500.0,468520.80560745584
457,705000.0,654489.5
458,578000.0,581871.3950396827
459,255000.0,447216.5742503606
460,1050000.0,895490.8333333333
461,348000.0,472862.09265873017
462,230000.0,446644.89956628165
463,359500.0,734904.8333333331
464,330000.0,282536.8061286623
465,80000.0,158811.5
466,465000.0,399288.7996554724
467,325000.0,428851.6074337051
468,340500.0,467242.1964285715
469,342500.0,410343.14320401824
470,290900.0,337554.6875
471,868700.0,920591.5416666669
472,1200000.0,1132423.3333333333
473,1150000.0,1285666.6666666667
474,859900.0,793164.6523809525
475,520000.0,462850.74458874436
476,460000.0,556518.575
477,438924.0,299619.673968254
478,315000.0,340935.0
479,590000.0,627054.4670822397
480,378500.0,409954.64232271
481,328500.0,558878.8311688312
482,849950.0,878041.8583333333
483,525000.0,409428.5877705629
484,1390000.0,1217227.0
485,295000.0,522680.75977034675
486,1070000.0,1355100.0
487,207950.0,221424.34262700536
488,699900.0,694525.9875992062
489,1280000.0,910286.2182539684
490,452000.0,387311.40818168747
491,370000.0,375832.3556824539
492,232000.0,357220.546646277
493,669950.0,503904.05000000005
494,397500.0,446644.89956628165
495,490000.0,448026.40829725825
496,725000.0,709973.7083333333
497,299000.0,335695.0
498,625000.0,409473.22746384173
499,437500.0,431316.31869935076
500,650000.0,754124.3062576312
501,475000.0,383620.851567142
502,342000.0,508106.37215007213
503,1200000.0,920235.5353174604
504,280000.0,423025.7124930625
505,240000.0,339545.60485508636
506,529000.0,348138.7919481381
507,442000.0,354269.61098188505
508,615000.0,494635.5222260925
509,1490000.0,1151240.0
510,585000.0,716516.3102092354
511,480000.0,507645.5063458558
512,1100000.0,1046260.625
513,290000.0,415961.72423123836
514,615000.0,465972.26588081435
515,300000.0,353686.01346046495
516,308000.0,339214.0952380952
517,750000.0,553945.8321248196
518,2250000.0,1981985.0
519,890000.0,955689.1083333334
520,288000.0,281133.50343977916
521,190000.0,190517.7465760906
522,515000.0,562895.9166666667
523,235000.0,277332.87
524,275000.0,325908.80788027507
525,727500.0,417398.6308413808
526,650000.0,467148.46187146194
527,1600000.0,1546725.0
528,365000.0,271104.9264069264
529,662000.0,764356.1666666665
530,270500.0,315646.63565707003
531,200000.0,303503.63805286185
532,970000.0,1130908.3333333333
533,160000.0,314003.689100319
534,204000.0,255631.19044867315
535,358000.0,297092.19162455195
536,452000.0,372589.220608599
537,595000.0,446644.89956628165
538,249000.0,405059.67384213005
539,346900.0,470657.76691549056
540,2130000.0,2168525.0
541,280000.0,326599.16859876236
542,318888.0,649425.9607587969
543,530000.0,515183.4927894327
544,375000.0,515183.4927894327
545,910000.0,861690.6666666667
546,782000.0,705615.3333333333
547,259950.0,259802.35714285716
548,315000.0,338817.83333333326
549,215000.0,276032.04784069257
550,705000.0,430657.5391100128
551,1450000.0,1272050.0
552,451000.0,387368.2761580782
553,261000.0,283185.2476214017
554,396000.0,401299.3655055927
555,725000.0,639942.2895321855
556,1950000.0,1745750.0
557,238000.0,328612.7095916715
558,750000.0,701670.8333333333
559,331500.0,358189.2868287348
560,460000.0,516582.89404761896
561,404950.0,496317.1928391054
562,880000.0,674184.45721158
563,863000.0,880750.2333333333
564,638700.0,458210.76225538435
565,435000.0,388089.75418660283
566,260000.0,289197.8088714691
567,671500.0,521491.28064990556
568,610000.0,638305.8333333333
569,405000.0,419224.14257964253
570,338900.0,348792.3237125181
571,720000.0,919630.0
572,442000.0,463110.83333333326
573,650000.0,573421.3367965367
574,263500.0,339545.60485508636
575,300000.0,420281.98859230406
576,266000.0,310296.98106566136
577,930000.0,1156000.0
578,530000.0,531172.2830704885
579,180000.0,229688.375
580,619000.0,658272.2829836829
581,264000.0,381145.10866217106
582,730000.0,434067.24761502666
583,439000.0,389993.3344849595
584,268500.0,303613.1084242976
585,330000.0,369519.694330419
586,640000.0,522680.75977034675
587,900000.0,1109493.8095238095
588,370000.0,533068.0556407644
589,685000.0,591901.0714285712
590,505000.0,486479.08026695537
591,265000.0,383330.2703318078
592,290000.0,361774.4630547555
593,296000.0,315646.63565707003
594,360000.0,388089.75418660283
595,240500.0,338851.6655368579
596,372500.0,419673.55619047605
597,595000.0,740932.6997097346
598,515000.0,823796.5666666665
599,1220000.0,1006364.5616883117
600,507000.0,596621.8306272976
601,399950.0,640626.0166666665
602,185000.0,360820.17098207556
603,460000.0,371140.58159732784
604,435500.0,360827.1242508997
605,469000.0,605346.8803333333
606,531000.0,484926.6166666667
607,443500.0,332165.4607652077
608,223000.0,347350.00554474944
609,590000.0,609989.4333333332
610,340000.0,335810.04166666674
611,650000.0,553128.6048895548
612,533600.0,408359.74863204465
613,695000.0,663941.4466666668
614,242000.0,416602.2331128623
615,425000.0,410405.47253008815
616,525000.0,354750.02112470864
617,485000.0,438088.4031933344
618,175000.0,330659.4583965894
619,210000.0,377311.82058802294
620,260000.0,326097.158423521
621,577000.0,374511.74424264696
622,200000.0,260213.0603174603
623,605000.0,477773.49605258525
624,325000.0,293535.88738511206
625,289500.0,275728.6680946022
626,559950.0,663505.9107142857
627,1040000.0,671505.1433288935
628,543500.0,485722.56899350643
629,480000.0,921606.7428571428
630,218000.0,275728.6680946022
631,565000.0,339545.60485508636
632,426700.0,458210.76225538435
633,650000.0,490159.56418744643
634,542000.0,392204.1610132579
635,415000.0,296216.88803696306
636,214000.0,256793.71007822058
637,245000.0,303503.63805286185
638,314500.0,524020.4690476191
639,1120000.0,1001956.6333333334
640,378000.0,369422.4898578231
641,305000.0,374906.65671469056
642,595000.0,622805.825
643,729500.0,663505.9107142857
644,430000.0,424356.3507534132
645,240000.0,477773.49605258525
646,545000.0,432211.68357129314
647,530000.0,344781.0589795651
648,157000.0,227452.89471199294
649,425000.0,280359.45477254054
650,220000.0,255825.94888244505
651,521000.0,556389.9381313132
652,325000.0,318875.4761904762
653,597500.0,656422.6726190476
654,337000.0,360549.8010711511
655,1000000.0,1154657.2717698414
656,3070000.0,2263205.0
657,495000.0,293535.88738511206
658,748000.0,502576.99047619046
659,888000.0,387370.96924235893
660,269900.0,277171.76791680546
661,496500.0,374906.65671469056
662,475000.0,385189.35838050843
663,312000.0,342717.90121904237
664,323000.0,398224.33544242894
665,331000.0,357220.546646277
666,306000.0,356014.14285714296
667,655000.0,566698.0703046956
668,290000.0,479842.75000000006
669,1250000.0,950489.2619047619
670,460000.0,414283.4515530001
671,435000.0,350343.3395158044
672,664000.0,689197.9285714286
673,865000.0,546317.532014625
674,385000.0,546317.532014625
675,497000.0,369206.21380483155
676,280000.0,322108.0384224486
677,188000.0,220066.36515151514
678,478500.0,656999.3333333333
679,1150000.0,1253889.0476190476
680,222000.0,322328.0072969425
681,799000.0,498939.38005050493
682,609900.0,692505.182683983
683,413000.0,511575.0
684,400000.0,428012.2059598041
685,802541.0,787236.3610952381
686,320000.0,527945.3165360785
687,507000.0,498017.08333333326
688,387500.0,308073.3775844844
689,396000.0,471786.1320174905
690,373000.0,434773.8893217893
691,1480000.0,1309500.0
692,359900.0,576121.3922438673
693,410000.0,282469.7196357908
694,690000.0,739548.6477272729
695,245000.0,338682.82572231255
696,700000.0,546103.3909007659
697,268000.0,432211.68357129314
698,225000.0,477773.49605258525
699,980000.0,623300.9518549263
700,795000.0,640595.5416666666
701,195000.0,274165.48358445277
702,480000.0,423650.125
703,485000.0,387946.95479251887
704,130000.0,198423.74801587302
705,325000.0,296622.0096733911
706,440000.0,431646.9790537125
707,550000.0,647013.3916666668
708,310000.0,316791.86724386713
709,530000.0,831817.9333333335
710,390000.0,481739.05568257056
711,243000.0,388308.63577582553
712,639000.0,559842.9231171606
713,215000.0,329113.73366274603
714,405000.0,414283.4515530001
715,250000.0,395575.5389058335
716,405500.0,314003.689100319
717,452000.0,489742.32738095237
718,730000.0,489742.32738095237
719,267000.0,369422.4898578231
720,289950.0,346915.1244497741
721,565000.0,348292.0931704406
722,1580000.0,1524900.0
723,636000.0,529321.9162173244
724,350000.0,614288.225595238
725,320000.0,408162.1886904761
726,210000.0,432489.05074190296
727,245000.0,372474.9324031204
728,328000.0,397865.53607418
729,985000.0,1280600.0
730,501000.0,503170.76249306253
731,315000.0,357921.0875541126
732,403000.0,516600.9853479855
733,550000.0,730812.892857143
734,347500.0,400862.3960134292
735,365000.0,513161.6812845154
736,588000.0,806646.18
737,605000.0,573807.6655844157
738,1300000.0,1148101.6666666665
739,233000.0,387946.95479251887
740,360000.0,465313.91125767166
741,459000.0,389567.2063492064
742,740000.0,581322.619047619
743,305000.0,367721.817642322
744,395000.0,271286.9265595515
745,560000.0,598844.3366666667
746,650000.0,507774.83172158257
747,449950.0,436765.9334302446
748,517500.0,351317.427990758
749,435000.0,331713.7905807149
750,329999.0,281878.1136739662
751,950000.0,774803.3362193361
752,447000.0,394021.2681555147
753,699800.0,480813.41676313267
754,850000.0,390804.6184513886
755,316500.0,494120.8185981547
756,942500.0,901374.7299999999
757,1310000.0,1309923.99
758,856600.0,772676.8333333335
759,405600.0,403682.8254761904
760,565000.0,605382.7753849864
761,400000.0,411789.66666666674
762,330000.0,387946.95479251887
763,374950.0,506685.6654761905
764,405300.0,469621.26111111103
765,560000.0,574496.7032353443
766,824000.0,592395.5248917749
767,260000.0,294714.15000277513
768,760000.0,491290.54744406196
769,405000.0,785912.2023809524
770,429900.0,503491.94103082403
771,341500.0,311083.54105158726
772,465250.0,553544.8091293918
773,450000.0,360162.82142857136
774,390000.0,298494.0618619744
775,420000.0,550893.0249184427
776,269950.0,429016.71873248025
777,493000.0,431782.6138028638
778,370000.0,586494.3201853703
779,2250000.0,2160060.0
780,305000.0,330659.4583965894
781,400000.0,318182.5238095238
782,320000.0,362457.1177135365
783,715000.0,550930.0476190476
784,650000.0,563200.8333333333
785,218000.0,510378.41885281913
786,500000.0,399450.7637458534
787,460000.0,531200.1121323121
788,232500.0,431203.27386000106
789,408200.0,384296.30676299264
790,522000.0,399270.11580711335
791,675000.0,671055.3222271102
792,1360000.0,1264796.3916666666
793,249950.0,407817.20653550775
794,210000.0,283185.2476214017
795,429950.0,411471.3812950938
796,737500.0,812210.2427433678
797,710000.0,659402.4306776557
798,470000.0,458140.33135972754
799,1100000.0,1370360.0
800,650000.0,389557.8510607041
801,1220000.0,767261.9067252747
802,422120.0,430106.57595238107
803,625000.0,639942.2895321855
804,385200.0,388880.5971139971
805,500000.0,453819.2105580779
806,308000.0,513388.90328495693
807,565000.0,612087.7440043291
808,581000.0,441421.3588201016
809,361000.0,391559.253968254
810,345000.0,330659.4583965894
811,419000.0,430063.56666666665
812,347000.0,313731.5101536449
813,625000.0,578086.1666666667
814,2400000.0,2067208.3333333335
815,379000.0,461403.60555555555
816,310000.0,276386.76930014434
817,250000.0,289493.15476190473
818,682000.0,763122.2
819,246500.0,355393.95440465317
820,325000.0,293834.3333333333
821,310950.0,480514.2139800882
822,1100000.0,1015696.5860714285
823,287500.0,362553.0889485515
824,431000.0,362553.0889485515
825,226000.0,263224.3896613789
826,825000.0,507774.83172158257
827,175000.0,311576.3324815515
828,465750.0,373340.84320880217
829,659000.0,846839.5497835496
830,595000.0,378128.77236652246
831,350000.0,466648.04285306623
832,270000.0,449746.37085137086
833,662500.0,493757.61904761894
834,249900.0,319235.0
835,324500.0,470879.80602727545
836,430000.0,406927.5358558109
837,419950.0,406927.5358558109
838,285000.0,557007.1555555556
839,332000.0,470943.8087815285
840,282000.0,442863.9638846515
841,320000.0,366500.5627891008
842,428750.0,454101.3681764844
843,330000.0,501741.31619809923
844,456500.0,480646.75
845,352000.0,485970.36099465546
846,664000.0,413889.2932753521
847,628000.0,846083.99
848,512000.0,415991.0332704554
849,254000.0,589084.9612623488
850,535800.0,486938.72044787067
851,287653.0,372474.9324031204
852,438000.0,454772.7026154402
853,450000.0,411377.6984126985
854,327000.0,508271.8643578644
855,370500.0,318711.8131090315
856,265000.0,315861.0504183151
857,450000.0,640491.6293928295
858,425000.0,486083.8820512819
859,166600.0,328382.45357074623
860,245000.0,252990.0
861,565000.0,367791.79944399896
862,539900.0,529247.3569872035
863,910000.0,1002717.5
864,280000.0,486194.4599513699
865,275000.0,336949.20472582965
866,467000.0,515513.6666666666
867,457500.0,418373.31428571435
868,381156.0,355996.7144964073
869,289999.0,521146.93294721766
870,642450.0,416746.57554025593
871,469950.0,343076.43638930516
872,795000.0,778761.6666666667
873,785000.0,863516.7916666667
874,860000.0,1107324.6739285714
875,1100000.0,846805.0000000001
876,147500.0,419781.10078599496
877,390000.0,431782.6138028638
878,229000.0,341251.34181802935
879,185000.0,281878.1136739662
880,414900.0,373340.84320880217
881,200000.0,212794.25
882,225000.0,399672.75070966623
883,720000.0,518511.1765254721
884,930000.0,454580.24647193315
885,1270000.0,632887.7130952381
886,700000.0,629318.9409271283
887,466000.0,347703.73009665735
888,374000.0,342089.553998504
889,480000.0,429301.40274875495
890,740000.0,847916.433982684
891,1010000.0,863657.9999999999
892,395000.0,607197.2926406926
893,340000.0,291322.2022192698
894,209000.0,388966.90152615437
895,431650.0,355457.15247311036
896,980000.0,871183.930077061
897,660000.0,754572.8392377049
898,730000.0,605665.5880678148
899,291500.0,340828.87742973963
900,905000.0,856640.0073809524
901,800000.0,829902.5
902,839900.0,823739.6333333333
903,200000.0,320366.5847619048
904,300000.0,374859.20123808936
905,530000.0,372059.9781040683
906,314950.0,325947.4199358974
907,255000.0,423776.9057180523
908,550000.0,521491.28064990556
909,435000.0,288261.1891078521
910,234000.0,303613.1084242976
911,615000.0,658438.8
912,205000.0,338682.82572231255
913,384000.0,481932.732221824
914,324000.0,492801.1031746033
915,645000.0,490456.59107567265
916,570000.0,419532.275
917,324000.0,421697.2010920179
918,270000.0,255825.94888244505
919,290000.0,389666.7925685426
920,250000.0,322328.0072969425
921,342000.0,442863.9638846515
922,255000.0,379171.6499107195
923,800000.0,859564.9701587302
924,451000.0,398511.66332373815
925,990000.0,641293.5
926,288400.0,385481.57401199115
927,420000.0,473721.5892857143
928,359000.0,438982.8375
929,390000.0,443640.0
930,300000.0,311123.7083333335
931,545000.0,470907.50357142865
932,288349.0,283231.4680924781
933,299900.0,408761.46521464654
934,891000.0,496313.84891774895
935,1200000.0,1035650.0
936,378000.0,527451.4233766234
937,299995.0,296622.0096733911
938,253000.0,391547.431313007
939,350000.0,408531.97704631963
940,565000.0,525213.2552380953
941,315000.0,263224.3896613789
942,570000.0,469925.78809523804
943,971000.0,1372011.7142857143
944,915000.0,652822.5022483415
